Date,Stock Symbol,Open Price,High Price,Low Price,Close Price,Volume
27/08/2024,SPY.N,195.1894218,196.0860665,194.8021551,195.911622,835804
27/08/2024,WMT.N,196.8943167,197.203899,195.5011965,196.4041448,3365806
28/08/2024,AAPL.OQ,290.371311,292.84299,287.5556356,288.562144,12834760
28/08/2024,AMZN.OQ,140.5642968,140.5642968,136.7197617,138.2413882,9532520
28/08/2024,BAC.N,178.1344344,181.8371019,177.818353,180.3921585,11992345
28/08/2024,GOOGL.OQ,230.2488179,231.0721318,225.4066155,227.248606,6384249
28/08/2024,JNJ.N,124.5355225,126.0635657,124.4667606,125.2384224,1539106
28/08/2024,JPM.N,251.6827393,254.5235057,251.1443682,253.4811277,1830781
28/08/2024,LLY.N,657.1874837,662.1820561,652.6909851,656.4472909,439805
28/08/2024,MSFT.OQ,235.5600047,235.5600047,231.1950494,233.062501,5268815
28/08/2024,ORCL.N,279.3378615,279.5793118,275.5752612,277.4263801,1010141
28/08/2024,QQQ.OQ,209.0160752,209.3584079,205.3601372,206.8699123,9041279
28/08/2024,SPY.N,195.7929998,195.9360442,193.6647771,194.7637773,1037117
